Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
4453,CA00004453,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G04,10,50,,0,,,G04,,,,,,0,0
4454,CA00004454,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G05,10,50,,0,,,G05,,,,,,0,0
4455,CA00004455,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G06,10,50,,0,,,G06,,,,,,0,0
4456,CA00004456,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G07,10,50,,0,,,G07,,,,,,0,0
4457,CA00004457,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G08,10,50,,0,,,G08,,,,,,0,0
4458,CA00004458,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G09,10,50,,0,,,G09,,,,,,0,0
4459,CA00004459,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G10,10,50,,0,,,G10,,,,,,0,0
4460,CA00004460,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G11,10,50,,0,,,G11,,,,,,0,0
4461,CA00004461,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G12,10,50,,0,,,G12,,,,,,0,0
4462,CA00004462,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H01,10,47,,0,,,H01,,,,,,0,0
4463,CA00004463,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H02,10,50,,0,,,H02,,,,,,0,0
4464,CA00004464,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H03,10,50,,0,,,H03,,,,,,0,0
4465,CA00004465,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H04,10,50,,0,,,H04,,,,,,0,0
4466,CA00004466,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H05,10,50,,0,,,H05,,,,,,0,0
4467,CA00004467,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H06,10,50,,0,,,H06,,,,,,0,0
4468,CA00004468,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H07,10,50,,0,,,H07,,,,,,0,0
4469,CA00004469,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H08,10,50,,0,,,H08,,,,,,0,0
4470,CA00004470,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H09,10,50,,0,,,H09,,,,,,0,0
4471,CA00004471,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H10,10,50,,0,,,H10,,,,,,0,0
4472,CA00004472,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,H11,10,50,,0,,,H11,,,,,,0,0
4473,CA00004473,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A01,10,50,,0,,,A01,,,,,,0,0
4474,CA00004474,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A02,10,50,,0,,,A02,,,,,,0,0
4475,CA00004475,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A03,10,50,,0,,,A03,,,,,,0,0
4476,CA00004476,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A04,10,50,,0,,,A04,,,,,,0,0
4477,CA00004477,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A05,10,50,,0,,,A05,,,,,,0,0
4478,CA00004478,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A06,10,50,,0,,,A06,,,,,,0,0
4479,CA00004479,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A07,10,50,,0,,,A07,,,,,,0,0
4480,CA00004480,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A08,10,50,,0,,,A08,,,,,,0,0
4481,CA00004481,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A09,10,50,,0,,,A09,,,,,,0,0
4482,CA00004482,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A10,10,50,,0,,,A10,,,,,,0,0
4483,CA00004483,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A11,10,50,,0,,,A11,,,,,,0,0
4484,CA00004484,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,A12,10,50,,0,,,A12,,,,,,0,0
4485,CA00004485,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B01,10,50,,0,,,B01,,,,,,0,0
4486,CA00004486,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B02,10,50,,0,,,B02,,,,,,0,0
4487,CA00004487,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B03,10,50,,0,,,B03,,,,,,0,0
4488,CA00004488,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B04,10,50,,0,,,B04,,,,,,0,0
4489,CA00004489,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B05,10,50,,0,,,B05,,,,,,0,0
4490,CA00004490,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B06,10,50,,0,,,B06,,,,,,0,0
4491,CA00004491,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B07,10,50,,0,,,B07,,,,,,0,0
4492,CA00004492,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B08,10,50,,0,,,B08,,,,,,0,0
4493,CA00004493,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B09,10,50,,0,,,B09,,,,,,0,0
4494,CA00004494,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B10,10,50,,0,,,B10,,,,,,0,0
4495,CA00004495,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B11,10,50,,0,,,B11,,,,,,0,0
4496,CA00004496,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,B12,10,50,,0,,,B12,,,,,,0,0
4497,CA00004497,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C01,10,50,,0,,,C01,,,,,,0,0
4498,CA00004498,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C02,10,50,,0,,,C02,,,,,,0,0
4499,CA00004499,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C03,10,50,,0,,,C03,,,,,,0,0
4500,CA00004500,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C04,10,50,,0,,,C04,,,,,,0,0
4501,CA00004501,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C05,10,50,,0,,,C05,,,,,,0,0
4502,CA00004502,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C06,10,50,,0,,,C06,,,,,,0,0
4503,CA00004503,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C07,10,50,,0,,,C07,,,,,,0,0
4504,CA00004504,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C08,10,50,,0,,,C08,,,,,,0,0
4505,CA00004505,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C09,10,50,,0,,,C09,,,,,,0,0
4506,CA00004506,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C10,10,50,,0,,,C10,,,,,,0,0
4507,CA00004507,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C11,10,50,,0,,,C11,,,,,,0,0
4508,CA00004508,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,C12,10,50,,0,,,C12,,,,,,0,0
4509,CA00004509,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D01,10,50,,0,,,D01,,,,,,0,0
4510,CA00004510,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D02,10,50,,0,,,D02,,,,,,0,0
4511,CA00004511,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D03,10,50,,0,,,D03,,,,,,0,0
4512,CA00004512,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D04,10,50,,0,,,D04,,,,,,0,0
4513,CA00004513,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D05,10,50,,0,,,D05,,,,,,0,0
4514,CA00004514,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D06,10,50,,0,,,D06,,,,,,0,0
4515,CA00004515,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D07,10,50,,0,,,D07,,,,,,0,0
4516,CA00004516,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D08,10,50,,0,,,D08,,,,,,0,0
4517,CA00004517,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D09,10,50,,0,,,D09,,,,,,0,0
4518,CA00004518,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D10,10,50,,0,,,D10,,,,,,0,0
4519,CA00004519,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D11,10,50,,0,,,D11,,,,,,0,0
4520,CA00004520,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,D12,10,50,,0,,,D12,,,,,,0,0
4521,CA00004521,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E01,10,50,,0,,,E01,,,,,,0,0
4522,CA00004522,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E02,10,50,,0,,,E02,,,,,,0,0
4523,CA00004523,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E03,10,50,,0,,,E03,,,,,,0,0
4524,CA00004524,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E04,10,50,,0,,,E04,,,,,,0,0
4525,CA00004525,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E05,10,50,,0,,,E05,,,,,,0,0
4526,CA00004526,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E06,10,50,,0,,,E06,,,,,,0,0
4527,CA00004527,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E07,10,50,,0,,,E07,,,,,,0,0
4528,CA00004528,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E08,10,50,,0,,,E08,,,,,,0,0
4529,CA00004529,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E09,10,50,,0,,,E09,,,,,,0,0
4530,CA00004530,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E10,10,50,,0,,,E10,,,,,,0,0
4531,CA00004531,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E11,10,50,,0,,,E11,,,,,,0,0
4532,CA00004532,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,E12,10,50,,0,,,E12,,,,,,0,0
4533,CA00004533,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F01,10,50,,0,,,F01,,,,,,0,0
4534,CA00004534,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F02,10,50,,0,,,F02,,,,,,0,0
4535,CA00004535,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F03,10,50,,0,,,F03,,,,,,0,0
4536,CA00004536,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F04,10,50,,0,,,F04,,,,,,0,0
4537,CA00004537,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F05,10,50,,0,,,F05,,,,,,0,0
4538,CA00004538,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F06,10,50,,0,,,F06,,,,,,0,0
4539,CA00004539,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F07,10,50,,0,,,F07,,,,,,0,0
4540,CA00004540,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F08,10,50,,0,,,F08,,,,,,0,0
4541,CA00004541,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F09,10,50,,0,,,F09,,,,,,0,0
4542,CA00004542,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F10,10,50,,0,,,F10,,,,,,0,0
4543,CA00004543,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F11,10,50,,0,,,F11,,,,,,0,0
4544,CA00004544,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,F12,10,50,,0,,,F12,,,,,,0,0
4545,CA00004545,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G01,10,50,,0,,,G01,,,,,,0,0
4546,CA00004546,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G02,10,50,,0,,,G02,,,,,,0,0
4547,CA00004547,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G03,10,50,,0,,,G03,,,,,,0,0
4548,CA00004548,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G04,10,50,,0,,,G04,,,,,,0,0
4549,CA00004549,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G05,10,50,,0,,,G05,,,,,,0,0
4550,CA00004550,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G06,10,50,,0,,,G06,,,,,,0,0
4551,CA00004551,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G07,10,50,,0,,,G07,,,,,,0,0
4552,CA00004552,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G08,10,50,,0,,,G08,,,,,,0,0
4553,CA00004553,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G09,10,50,,0,,,G09,,,,,,0,0
4554,CA00004554,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G10,10,50,,0,,,G10,,,,,,0,0
4555,CA00004555,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G11,10,50,,0,,,G11,,,,,,0,0
4556,CA00004556,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,G12,10,50,,0,,,G12,,,,,,0,0
4557,CA00004557,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H01,10,50,,0,,,H01,,,,,,0,0
4558,CA00004558,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H02,10,50,,0,,,H02,,,,,,0,0
4559,CA00004559,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H03,10,50,,0,,,H03,,,,,,0,0
4560,CA00004560,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H04,10,50,,0,,,H04,,,,,,0,0
4561,CA00004561,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H05,10,50,,0,,,H05,,,,,,0,0
4562,CA00004562,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H06,10,50,,0,,,H06,,,,,,0,0
4563,CA00004563,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H07,10,50,,0,,,H07,,,,,,0,0
4564,CA00004564,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H08,10,50,,0,,,H08,,,,,,0,0
4565,CA00004565,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H09,10,50,,0,,,H09,,,,,,0,0
4566,CA00004566,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H10,10,50,,0,,,H10,,,,,,0,0
4567,CA00004567,0,Qiagen,1XTE,CAST00000049,cold room drawer 22,H11,10,50,,0,,,H11,,,,,,0,0
4568,CA00004568,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A01,10,50,,0,,,A01,,,,,,0,0
4569,CA00004569,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A02,10,50,,0,,,A02,,,,,,0,0
4570,CA00004570,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A03,10,50,,0,,,A03,,,,,,0,0
4571,CA00004571,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A04,10,50,,0,,,A04,,,,,,0,0
4572,CA00004572,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A05,10,50,,0,,,A05,,,,,,0,0
4573,CA00004573,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A06,10,50,,0,,,A06,,,,,,0,0
4574,CA00004574,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A07,10,50,,0,,,A07,,,,,,0,0
4575,CA00004575,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A08,10,50,,0,,,A08,,,,,,0,0
4576,CA00004576,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A09,10,50,,0,,,A09,,,,,,0,0
4577,CA00004577,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A10,10,50,,0,,,A10,,,,,,0,0
4578,CA00004578,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A11,10,50,,0,,,A11,,,,,,0,0
4579,CA00004579,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,A12,10,50,,0,,,A12,,,,,,0,0
4580,CA00004580,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B01,10,50,,0,,,B01,,,,,,0,0
4581,CA00004581,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B02,10,50,,0,,,B02,,,,,,0,0
4582,CA00004582,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B03,10,50,,0,,,B03,,,,,,0,0
4583,CA00004583,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B04,10,50,,0,,,B04,,,,,,0,0
4584,CA00004584,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B05,10,50,,0,,,B05,,,,,,0,0
4585,CA00004585,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B06,10,50,,0,,,B06,,,,,,0,0
4586,CA00004586,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B07,10,50,,0,,,B07,,,,,,0,0
4587,CA00004587,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B08,10,50,,0,,,B08,,,,,,0,0
4588,CA00004588,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B09,10,50,,0,,,B09,,,,,,0,0
4589,CA00004589,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B10,10,50,,0,,,B10,,,,,,0,0
4590,CA00004590,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B11,10,50,,0,,,B11,,,,,,0,0
4591,CA00004591,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,B12,10,50,,0,,,B12,,,,,,0,0
4592,CA00004592,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C01,10,50,,0,,,C01,,,,,,0,0
4593,CA00004593,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C02,10,50,,0,,,C02,,,,,,0,0
4594,CA00004594,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C03,10,50,,0,,,C03,,,,,,0,0
4595,CA00004595,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C04,10,50,,0,,,C04,,,,,,0,0
4596,CA00004596,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C05,10,50,,0,,,C05,,,,,,0,0
4597,CA00004597,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C06,10,50,,0,,,C06,,,,,,0,0
4598,CA00004598,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C07,10,50,,0,,,C07,,,,,,0,0
4599,CA00004599,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C08,10,50,,0,,,C08,,,,,,0,0
4600,CA00004600,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C09,10,50,,0,,,C09,,,,,,0,0
4601,CA00004601,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C10,10,50,,0,,,C10,,,,,,0,0
4602,CA00004602,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C11,10,50,,0,,,C11,,,,,,0,0
4603,CA00004603,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,C12,10,50,,0,,,C12,,,,,,0,0
4604,CA00004604,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D01,10,50,,0,,,D01,,,,,,0,0
4605,CA00004605,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D02,10,50,,0,,,D02,,,,,,0,0
4606,CA00004606,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D03,10,50,,0,,,D03,,,,,,0,0
4607,CA00004607,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D04,10,50,,0,,,D04,,,,,,0,0
4608,CA00004608,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D05,10,50,,0,,,D05,,,,,,0,0
4609,CA00004609,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D06,10,50,,0,,,D06,,,,,,0,0
4610,CA00004610,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D07,10,50,,0,,,D07,,,,,,0,0
4611,CA00004611,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D08,10,50,,0,,,D08,,,,,,0,0
4612,CA00004612,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D09,10,50,,0,,,D09,,,,,,0,0
4613,CA00004613,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D10,10,50,,0,,,D10,,,,,,0,0
4614,CA00004614,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D11,10,50,,0,,,D11,,,,,,0,0
4615,CA00004615,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,D12,10,50,,0,,,D12,,,,,,0,0
4616,CA00004616,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E01,10,50,,0,,,E01,,,,,,0,0
4617,CA00004617,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E02,10,50,,0,,,E02,,,,,,0,0
4618,CA00004618,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E03,10,50,,0,,,E03,,,,,,0,0
4619,CA00004619,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E04,10,50,,0,,,E04,,,,,,0,0
4620,CA00004620,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E05,10,50,,0,,,E05,,,,,,0,0
4621,CA00004621,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E06,10,50,,0,,,E06,,,,,,0,0
4622,CA00004622,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E07,10,50,,0,,,E07,,,,,,0,0
4623,CA00004623,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E08,10,50,,0,,,E08,,,,,,0,0
4624,CA00004624,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E09,10,50,,0,,,E09,,,,,,0,0
4625,CA00004625,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E10,10,50,,0,,,E10,,,,,,0,0
4626,CA00004626,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E11,10,50,,0,,,E11,,,,,,0,0
4627,CA00004627,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,E12,10,50,,0,,,E12,,,,,,0,0
4628,CA00004628,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F01,10,50,,0,,,F01,,,,,,0,0
4629,CA00004629,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F02,10,50,,0,,,F02,,,,,,0,0
4630,CA00004630,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F03,10,50,,0,,,F03,,,,,,0,0
4631,CA00004631,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F04,10,50,,0,,,F04,,,,,,0,0
4632,CA00004632,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F05,10,50,,0,,,F05,,,,,,0,0
4633,CA00004633,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F06,10,50,,0,,,F06,,,,,,0,0
4634,CA00004634,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F07,10,50,,0,,,F07,,,,,,0,0
4635,CA00004635,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F08,10,50,,0,,,F08,,,,,,0,0
4636,CA00004636,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F09,10,50,,0,,,F09,,,,,,0,0
4637,CA00004637,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F10,10,50,,0,,,F10,,,,,,0,0
4638,CA00004638,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F11,10,50,,0,,,F11,,,,,,0,0
4639,CA00004639,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,F12,10,50,,0,,,F12,,,,,,0,0
4640,CA00004640,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G01,10,50,,0,,,G01,,,,,,0,0
4641,CA00004641,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G02,10,50,,0,,,G02,,,,,,0,0
4642,CA00004642,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G03,10,50,,0,,,G03,,,,,,0,0
4643,CA00004643,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G04,10,50,,0,,,G04,,,,,,0,0
4644,CA00004644,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G05,10,50,,0,,,G05,,,,,,0,0
4645,CA00004645,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G06,10,50,,0,,,G06,,,,,,0,0
4646,CA00004646,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G07,10,50,,0,,,G07,,,,,,0,0
4647,CA00004647,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G08,10,50,,0,,,G08,,,,,,0,0
4648,CA00004648,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G09,10,50,,0,,,G09,,,,,,0,0
4649,CA00004649,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G10,10,50,,0,,,G10,,,,,,0,0
4650,CA00004650,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G11,10,50,,0,,,G11,,,,,,0,0
4651,CA00004651,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,G12,10,50,,0,,,G12,,,,,,0,0
4652,CA00004652,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H01,10,50,,0,,,H01,,,,,,0,0
4653,CA00004653,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H02,10,50,,0,,,H02,,,,,,0,0
4654,CA00004654,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H03,10,50,,0,,,H03,,,,,,0,0
4655,CA00004655,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H04,10,50,,0,,,H04,,,,,,0,0
4656,CA00004656,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H05,10,50,,0,,,H05,,,,,,0,0
4657,CA00004657,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H06,10,50,,0,,,H06,,,,,,0,0
4658,CA00004658,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H07,10,50,,0,,,H07,,,,,,0,0
4659,CA00004659,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H08,10,50,,0,,,H08,,,,,,0,0
4660,CA00004660,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H09,10,50,,0,,,H09,,,,,,0,0
4661,CA00004661,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H10,10,50,,0,,,H10,,,,,,0,0
4662,CA00004662,0,Qiagen,1XTE,CAST00000050,cold room drawer 22,H11,10,50,,0,,,H11,,,,,,0,0
4663,CA00004663,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A01,10,50,,0,,,A01,,,,,,0,0
4664,CA00004664,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A02,10,50,,0,,,A02,,,,,,0,0
4665,CA00004665,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A03,10,50,,0,,,A03,,,,,,0,0
4666,CA00004666,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A04,10,50,,0,,,A04,,,,,,0,0
4667,CA00004667,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A05,10,50,,0,,,A05,,,,,,0,0
4668,CA00004668,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A06,10,50,,0,,,A06,,,,,,0,0
4669,CA00004669,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A07,10,50,,0,,,A07,,,,,,0,0
4670,CA00004670,0,Qiagen,1XTE,CAST00000051,cold room drawer 22,A08,10,50,,0,,,A08,,,,,,0,0
